-0.088493 -0.1937 0 -0.073929 1 0.7 0.7 0 0.025
-0.089619 -0.20477 0 -0.072282 1 0.71 0.71 0 0.025
-0.090709 -0.21579 0 -0.070567 1 0.72 0.72 0 0.025
-0.091765 -0.22675 0 -0.068787 1 0.73 0.73 0 0.025
-0.092788 -0.23766 0 -0.066939 1 0.74 0.74 0 0.025
-0.093801 -0.24856 0 -0.065037 1 0.75 0.75 0 0.025
-0.094828 -0.25948 0 -0.06308 1 0.76 0.76 0 0.025
-0.095912 -0.27054 0 -0.06107 1 0.77 0.77 0 0.025
-0.097114 -0.28189 0 -0.05901 1 0.78 0.78 0 0.025
-0.098508 -0.29371 0 -0.056898 1 0.79 0.79 0 0.025
-0.10021 -0.30637 0 -0.054724 1 0.8 0.8 0 0.025
-0.1023 -0.32017 0 -0.052484 1 0.81 0.81 0 0.025
-0.10489 -0.33554 0 -0.05016 1 0.82 0.82 0 0.025
-0.10808 -0.35304 0 -0.047727 1 0.83 0.83 0 0.025
-0.11187 -0.37301 0 -0.045158 1 0.84 0.84 0 0.025
-0.11615 -0.39558 0 -0.042422 1 0.85 0.85 0 0.025
-0.12066 -0.42056 0 -0.039483 1 0.86 0.86 0 0.025
-0.1249 -0.44702 0 -0.036315 1 0.87 0.87 0 0.025
-0.12817 -0.47316 0 -0.032921 1 0.88 0.88 0 0.025
-0.12953 -0.49614 0 -0.029329 1 0.89 0.89 0 0.025
-0.12804 -0.51241 0 -0.025627 1 0.9 0.9 0 0.025
-0.12266 -0.51731 0 -0.021966 1 0.91 0.91 0 0.025
-0.11297 -0.50709 0 -0.018547 1 0.92 0.92 0 0.025
-0.098962 -0.47855 0 -0.015606 1 0.93 0.93 0 0.025
-0.08155 -0.4316 0 -0.013316 1 0.94 0.94 0 0.025
-0.062161 -0.36789 0 -0.011795 1 0.95 0.95 0 0.025
-0.042762 -0.29227 0 -0.01102 1 0.96 0.96 0 0.025
-0.025348 -0.21119 0 -0.01086 1 0.97 0.97 0 0.025
-0.011696 -0.13164 0 -0.011128 1 0.98 0.98 0 0.025
-0.0030044 -0.059785 0 -0.011625 1 0.99 0.99 0 0.025
0 0 0 -0.012189 1 1 1 0 0.025
